precinct,office,party,candidate,votes
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,18
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,19
103,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,11
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,10
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,108
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,13
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,38
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",7
104,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,4
104,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,3
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,12
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,3
104,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,5
104,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,18
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,14
104,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,5
104,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,34
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,18
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,88
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,0
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,1
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,37
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,33
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",16
105,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,9
105,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,3
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,6
105,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,5
105,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,30
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,7
105,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,4
105,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,11
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,21
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,213
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,2
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,8
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,76
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",25
106,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,2
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,6
106,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,3
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,10
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,6
106,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,7
106,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,113
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,5
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,37
106,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,14
106,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,8
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,2
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,49
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,11
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,11
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",13
107,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,1
107,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,2
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,0
107,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,0
107,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,23
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,0
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,5
107,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,13
107,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,4
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,21
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,146
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,14
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,9
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,23
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",14
108,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,25
108,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,1
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,2
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,8
108,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,2
108,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,32
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,0
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,66
108,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,4
108,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,0
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,53
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,164
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,0
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,16
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,23
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",18
109,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,2
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,65
109,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,3
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,2
109,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,2
109,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,29
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,9
109,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,1
109,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,1
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,90
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,321
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,5
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,11
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,62
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",133
110,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,2
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,29
110,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,9
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,21
110,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,13
110,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,112
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,43
110,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,5
110,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,9
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,16
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,116
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,5
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,1
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,10
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,28
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",14
111,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,7
111,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,1
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,25
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,8
111,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,3
111,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,28
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,2
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,23
111,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,7
111,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,6
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,10
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,82
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,0
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,35
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,18
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",5
112,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,2
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,2
112,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,6
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,41
112,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,3
112,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,16
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,8
112,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,1
112,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,3
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,89
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,219
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,4
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,20
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,39
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",24
113,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,8
113,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,1
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,10
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,16
113,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,8
113,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,31
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,0
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,15
113,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,5
113,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,1
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,15
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,70
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,4
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,24
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,24
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",6
132,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,3
132,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,3
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,3
132,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,1
132,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,13
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,0
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,8
132,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,14
132,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,0
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MARTIN LEVINE,47
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,JOE CARRILLO,4
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,CELIA BASSOLS,0
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,LEONARD BENNETT,3
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MAI ABDUL RAHMAN,11
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,SEKOU BIDDLE,52
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,HERB SCOTT,4
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,ANN HOLIDAY,1
138,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,Write In,0
